beneficiary_id,age,area_type,occupation,estimated_monthly_income,asset_score,business_years,residence_years,shg_member,dependents,proposed_emi,first_time_borrower,risk_score,risk_bucket
B07255,56,Semi-Urban,Street Vendor,11376.0,0,21,8,1,3,3119,0,141.70950767624845,Medium
B07256,60,Urban,Small Retail Shop,22137.5,1,4,3,0,1,4908,0,58.09238142225015,High
B07257,42,Semi-Urban,Tailor,15140.0,1,20,25,0,1,6014,1,167.21373612922147,Low
B07258,50,Rural,Handloom Weaver,17965.0,1,12,29,0,1,4125,0,142.31207002970552,Medium
B07259,50,Urban,Milk Vendor,15944.749999999998,0,20,21,1,1,1232,0,174.90659864674572,Low
B07260,28,Semi-Urban,Small Retail Shop,21841.0,1,13,6,1,1,3350,0,134.60994542127446,Medium
B07261,54,Rural,Street Vendor,14271.0,2,4,23,1,4,6198,1,124.38880252940028,Medium
B07262,29,Rural,Garment Manufacturer,25775.0,2,14,11,0,1,4791,1,137.40477777121316,Medium
B07263,40,Semi-Urban,Delivery Worker,19312.0,1,21,6,0,5,4103,1,123.60018272414351,Medium
B07264,60,Semi-Urban,Daily Wage Worker,12544.0,1,18,27,0,3,6431,0,152.36219228892818,Medium
B07265,45,Urban,Garment Manufacturer,29771.199999999997,2,6,27,1,2,4303,1,164.39746413805187,Low
B07266,39,Rural,Street Vendor,11392.0,2,1,13,0,2,5274,0,65.11132107723705,High
B07267,25,Rural,Milk Vendor,14863.0,0,10,9,0,4,5972,0,64.00433467964633,High
B07268,31,Rural,Tailor,13348.0,0,18,8,1,1,6293,0,137.493916514549,Medium
B07269,35,Semi-Urban,Milk Vendor,16974.0,1,19,27,1,5,6154,0,184.9713076257314,Low
B07270,28,Semi-Urban,Daily Wage Worker,11771.0,2,2,32,0,2,6207,0,108.76305666818972,Medium
B07271,39,Rural,Agriculture,13744.0,1,15,29,1,1,4698,1,181.66603616963442,Low
B07272,43,Rural,Garment Manufacturer,27509.0,2,3,33,0,2,4874,1,130.07106916920304,Medium
B07273,47,Urban,Auto Driver,20706.899999999998,1,8,5,0,2,3511,1,75.47118255834344,High
B07274,60,Urban,Delivery Worker,22758.5,0,19,38,1,1,4687,0,211.14266992760028,Low
B07275,52,Rural,Street Vendor,15642.0,0,11,9,1,3,3749,1,103.46421638709889,High
B07276,46,Semi-Urban,Milk Vendor,15249.0,0,14,13,0,3,5259,0,93.79737575025885,High
B07277,47,Semi-Urban,Agriculture,13154.0,1,16,33,1,4,6195,0,182.9909408136912,Low
B07278,39,Rural,Small Retail Shop,19323.0,2,10,30,1,5,5400,0,167.44281157629774,Low
B07279,49,Rural,Handloom Weaver,15370.0,0,17,25,1,1,3372,1,168.45019251947446,Low
B07280,59,Rural,Street Vendor,14533.0,0,15,6,0,2,1110,0,87.99144243915428,High
B07281,53,Rural,Handloom Weaver,14251.0,0,11,39,0,3,5036,1,132.12349933820852,Medium
B07282,39,Semi-Urban,Daily Wage Worker,12339.0,2,8,10,0,5,3735,0,81.52806523239481,High
B07283,57,Rural,Handloom Weaver,15566.0,1,8,36,0,5,6541,1,121.435198065415,Medium
B07284,39,Rural,Garment Manufacturer,25192.0,2,7,19,0,1,1895,1,121.70168767492233,Medium
B07285,53,Semi-Urban,Handloom Weaver,17120.0,0,20,11,1,1,4254,1,155.6472947138661,Low
B07286,36,Rural,Auto Driver,18312.0,0,12,17,0,1,1871,1,103.48385861547338,High
B07287,43,Semi-Urban,Small Retail Shop,22362.0,1,21,2,0,3,4338,0,126.31738479112484,Medium
B07288,27,Rural,Milk Vendor,17273.0,0,16,7,1,4,5938,0,119.49163134740746,Medium
B07289,46,Rural,Auto Driver,16294.0,0,16,31,1,4,1490,1,166.7015242168929,Low
B07290,52,Urban,Daily Wage Worker,10386.8,1,10,31,1,4,5784,1,149.24867419340856,Medium
B07291,32,Rural,Auto Driver,16644.0,1,22,17,1,5,4035,1,177.21014608128135,Low
B07292,28,Semi-Urban,Daily Wage Worker,12071.0,0,22,15,1,5,2035,1,153.89098732978718,Medium
B07293,25,Rural,Auto Driver,14040.0,0,7,7,1,3,4757,1,79.98149641340386,High
B07294,48,Urban,Street Vendor,16969.399999999998,0,4,30,1,1,4614,1,122.23839739140872,Medium
B07295,25,Semi-Urban,Auto Driver,17410.0,0,24,39,1,1,3343,0,229.9909207875436,Low
B07296,46,Rural,Auto Driver,17796.0,2,2,14,0,2,3653,0,78.26045901906734,High
B07297,25,Semi-Urban,Daily Wage Worker,11447.0,0,9,31,1,2,2363,1,137.45953649858134,Medium
B07298,42,Rural,Milk Vendor,15918.0,1,15,9,1,2,4354,0,140.15842250027967,Medium
B07299,35,Urban,Handloom Weaver,20176.75,0,22,9,0,5,5248,0,119.8911295116381,Medium
B07300,33,Rural,Tailor,14959.0,1,14,2,0,4,6553,0,83.19456838455024,High
B07301,48,Semi-Urban,Tailor,14639.0,2,12,22,1,3,1353,1,162.9916817978233,Low
B07302,53,Rural,Small Retail Shop,18930.0,1,17,16,1,4,3082,1,158.65442568334976,Low
B07303,43,Semi-Urban,Garment Manufacturer,29858.0,2,17,2,0,1,4573,1,137.3055616356491,Medium
B07304,53,Urban,Tailor,15894.15,1,13,15,0,2,1179,1,113.08927376886238,Medium
B07305,38,Urban,Daily Wage Worker,13580.349999999999,1,8,6,1,4,2726,0,93.10523827846663,High
B07306,50,Rural,Tailor,13120.0,0,10,23,0,1,4911,1,101.53535653661262,High
B07307,46,Semi-Urban,Small Retail Shop,20440.0,1,13,28,1,2,5754,0,173.45115091074965,Low
B07308,36,Rural,Garment Manufacturer,28442.0,2,7,17,1,4,6738,1,140.1495244298204,Medium
B07309,33,Rural,Delivery Worker,16207.0,0,3,36,0,4,4729,0,88.53863952332244,High
B07310,59,Rural,Small Retail Shop,18061.0,2,24,19,1,4,1719,1,210.8398125716571,Low
B07311,53,Rural,Daily Wage Worker,9083.0,0,15,5,0,2,1978,0,79.78523471714459,High
B07312,46,Semi-Urban,Delivery Worker,17615.0,0,24,23,1,5,4150,1,184.88615767603443,Low
B07313,21,Rural,Auto Driver,17786.0,0,7,19,0,2,1846,0,80.60826233840389,High
B07314,58,Semi-Urban,Delivery Worker,15437.0,0,5,1,0,3,4356,1,30.002297049534395,High
B07315,22,Rural,Tailor,16477.0,0,8,27,0,2,2296,0,100.44789120883526,High
B07316,26,Rural,Small Retail Shop,21976.0,1,21,25,1,4,6646,0,197.52028671779385,Low
B07317,58,Semi-Urban,Handloom Weaver,13150.0,0,17,6,1,1,1167,0,128.32068653461496,Medium
B07318,44,Rural,Delivery Worker,15630.0,2,8,36,1,1,1074,1,180.73610080576915,Low
B07319,38,Rural,Auto Driver,18741.0,0,7,17,1,4,4749,1,100.2910862319521,High
B07320,47,Rural,Auto Driver,14206.0,0,7,12,1,5,3952,0,82.31597706356803,High
B07321,28,Rural,Daily Wage Worker,11773.0,1,2,25,0,5,4446,0,68.88598873361191,High
B07322,48,Semi-Urban,Daily Wage Worker,10635.0,0,11,10,1,2,5051,0,103.97646469015963,High
B07323,30,Rural,Delivery Worker,15803.0,1,12,39,0,2,6756,1,156.34873639178986,Low
B07324,37,Rural,Street Vendor,14147.0,0,12,24,1,1,3735,0,142.83376150280972,Medium
B07325,49,Urban,Auto Driver,21024.3,1,19,11,1,4,5152,0,159.6556889552347,Low
B07326,26,Urban,Small Retail Shop,24976.85,2,3,24,1,4,6854,1,133.2974834517994,Medium
B07327,34,Rural,Street Vendor,15743.0,0,12,3,1,2,6505,1,99.64574641063005,High
B07328,42,Semi-Urban,Auto Driver,16979.0,0,6,20,0,3,2440,0,74.23368653297817,High
B07329,26,Rural,Street Vendor,13952.0,1,6,23,0,2,3831,1,95.17151286745167,High
B07330,46,Rural,Handloom Weaver,14242.0,0,19,5,1,2,5868,0,133.09403856530062,Medium
B07331,59,Rural,Delivery Worker,17404.0,0,21,36,0,5,4508,1,166.83475677484762,Low
B07332,32,Semi-Urban,Milk Vendor,14336.0,2,9,13,0,2,2086,1,103.9602341825174,High
B07333,55,Rural,Small Retail Shop,18178.0,2,23,36,0,2,4824,0,216.93140982370062,Low
B07334,34,Urban,Daily Wage Worker,14010.449999999999,1,9,6,0,3,2079,1,71.73707723194704,High
B07335,42,Rural,Garment Manufacturer,28466.0,1,18,2,0,1,6006,0,125.74838375680561,Medium
B07336,43,Rural,Handloom Weaver,15744.0,0,10,29,1,1,1700,1,145.4264379570215,Medium
B07337,27,Semi-Urban,Tailor,12320.0,0,10,5,0,2,5363,0,60.6466201977167,High
B07338,60,Rural,Auto Driver,17305.0,0,1,15,0,4,1912,0,38.29934640493568,High
B07339,45,Rural,Daily Wage Worker,11824.0,0,18,8,1,2,5953,0,131.99908109752946,Medium
B07340,33,Rural,Auto Driver,17543.0,2,22,34,0,5,5267,0,197.90615165692088,Low
B07341,41,Rural,Agriculture,13051.0,1,10,37,1,3,4995,0,166.85355563599734,Low
B07342,30,Rural,Small Retail Shop,20917.0,2,7,26,1,2,1726,0,157.66489138761597,Low
B07343,29,Rural,Garment Manufacturer,26362.0,1,8,9,0,1,3323,0,92.75555762516734,High
B07344,35,Rural,Delivery Worker,16732.0,0,11,8,0,2,5432,0,75.90563063506836,High
B07345,22,Rural,Auto Driver,18573.0,1,22,14,1,3,3483,0,180.58547223422184,Low
B07346,45,Urban,Daily Wage Worker,13820.699999999999,2,6,25,0,3,6611,0,110.42795463322797,Medium
B07347,33,Rural,Milk Vendor,12669.0,0,19,34,1,4,6370,0,182.31431253430233,Low
B07348,54,Rural,Auto Driver,18396.0,0,9,3,1,4,4071,0,81.11983083820691,High
B07349,54,Urban,Auto Driver,18258.55,1,11,32,1,4,6233,0,162.97709155490008,Low
B07350,55,Semi-Urban,Milk Vendor,15748.0,1,2,36,0,2,5558,1,105.63501730147884,Medium
B07351,58,Rural,Garment Manufacturer,25522.0,1,11,5,0,1,5072,1,97.46384492225116,High
B07352,23,Rural,Small Retail Shop,20706.0,2,5,15,0,5,1214,1,86.12289467290215,High
B07353,26,Semi-Urban,Auto Driver,16532.0,1,19,28,0,1,4700,1,169.73261214631515,Low
B07354,39,Rural,Auto Driver,14194.0,0,17,18,1,3,3509,0,146.4676960160332,Medium
B07355,23,Semi-Urban,Delivery Worker,18147.0,1,18,11,0,1,1359,0,132.6704290540253,Medium
B07356,38,Urban,Milk Vendor,17292.55,1,22,10,0,2,5973,0,144.50763185159065,Medium
B07357,59,Semi-Urban,Small Retail Shop,22475.0,1,14,4,1,4,5378,1,124.4905080162505,Medium
B07358,29,Rural,Small Retail Shop,20110.0,2,10,20,0,1,6610,0,132.57176429704927,Medium
B07359,32,Semi-Urban,Agriculture,12190.0,2,17,5,0,3,1294,1,118.81364037019014,Medium
B07360,25,Semi-Urban,Garment Manufacturer,28023.0,1,11,1,1,3,5458,0,114.69712012717834,Medium
B07361,23,Semi-Urban,Agriculture,12275.0,1,2,13,0,5,6337,0,44.857347986390494,High
B07362,31,Rural,Handloom Weaver,15593.0,1,10,22,1,1,1830,0,146.5540050603951,Medium
B07363,50,Semi-Urban,Tailor,16393.0,2,21,13,0,2,1491,0,160.32469838703878,Low
B07364,24,Semi-Urban,Garment Manufacturer,29391.0,0,1,15,1,3,5170,1,84.22759758995312,High
B07365,25,Urban,Handloom Weaver,19604.05,1,14,9,0,5,4877,0,98.88346196426045,High
B07366,21,Semi-Urban,Tailor,14926.0,0,11,3,1,3,1362,1,90.34143191572444,High
B07367,47,Rural,Daily Wage Worker,10666.0,2,11,2,0,5,4808,1,77.3937084207977,High
B07368,48,Semi-Urban,Garment Manufacturer,26025.0,2,10,12,0,3,3738,1,114.61177194894339,Medium
B07369,49,Rural,Milk Vendor,14300.0,0,20,24,1,2,1079,0,175.5536054755014,Low
B07370,38,Semi-Urban,Handloom Weaver,13360.0,1,21,18,0,2,2264,1,152.03020964464193,Medium
B07371,32,Rural,Auto Driver,17397.0,0,5,36,1,3,3259,1,132.12245237974244,Medium
B07372,33,Rural,Agriculture,13149.0,1,5,25,1,4,5486,1,117.5320684054466,Medium
B07373,22,Semi-Urban,Tailor,16356.0,1,14,15,1,2,4148,1,147.97468358619318,Medium
B07374,57,Rural,Handloom Weaver,16203.0,0,5,1,0,2,6550,0,34.36803781409894,High
B07375,36,Semi-Urban,Street Vendor,12416.0,0,6,8,1,5,4106,0,68.50698754279895,High
B07376,44,Semi-Urban,Garment Manufacturer,25335.0,1,24,37,1,5,2603,1,235.42555410229164,Low
B07377,55,Rural,Agriculture,11461.0,2,16,7,0,1,6213,0,124.17286566326324,Medium
B07378,42,Rural,Small Retail Shop,19640.0,1,23,35,1,1,6762,1,234.65835217156106,Low
B07379,56,Urban,Agriculture,16342.65,2,15,38,1,2,3856,1,213.0349152756915,Low
B07380,31,Rural,Handloom Weaver,14700.0,0,6,16,0,2,3650,1,67.01904918064001,High
B07381,49,Semi-Urban,Milk Vendor,16227.0,0,20,17,0,3,2951,0,130.1272660279873,Medium
B07382,55,Semi-Urban,Daily Wage Worker,12629.0,0,16,38,1,4,2981,1,177.35034376199542,Low
B07383,35,Urban,Tailor,15259.349999999999,0,19,30,0,3,4591,0,150.27491646944804,Medium
B07384,51,Semi-Urban,Agriculture,12902.0,2,20,37,1,2,2333,1,230.48162460107136,Low
B07385,36,Semi-Urban,Daily Wage Worker,10790.0,1,13,18,0,5,3647,1,103.08445637687267,High
B07386,30,Urban,Auto Driver,20632.149999999998,0,19,36,1,1,1974,1,204.81226364208118,Low
B07387,52,Semi-Urban,Small Retail Shop,22222.0,2,13,12,0,4,1666,1,121.00598559193502,Medium
B07388,22,Semi-Urban,Delivery Worker,16864.0,0,8,28,0,5,3828,1,91.73071352653116,High
B07389,44,Rural,Auto Driver,15168.0,1,6,11,1,2,3692,0,103.01824500383384,High
B07390,43,Rural,Street Vendor,13486.0,0,22,6,1,4,4045,1,140.7367616718426,Medium
B07391,22,Semi-Urban,Small Retail Shop,20843.0,2,17,26,1,4,1326,0,195.87074000422228,Low
B07392,58,Semi-Urban,Street Vendor,14811.0,1,5,16,0,1,6689,0,81.5476502618382,High
B07393,51,Rural,Milk Vendor,15189.0,0,8,38,0,4,6353,0,114.1161645660079,Medium
B07394,60,Rural,Tailor,15332.0,0,18,9,0,2,4492,1,107.36512335185164,Medium
B07395,46,Semi-Urban,Auto Driver,15380.0,2,19,18,1,1,5730,1,194.15630109212086,Low
B07396,49,Rural,Milk Vendor,17365.0,0,12,33,1,2,2453,0,160.61016694950908,Low
B07397,23,Rural,Garment Manufacturer,26342.0,2,12,19,1,4,5697,0,165.18136956835636,Low
B07398,34,Rural,Delivery Worker,18406.0,2,13,9,1,2,1750,0,148.05360631033147,Medium
B07399,45,Semi-Urban,Small Retail Shop,21216.0,1,4,9,0,5,3233,1,55.38532771758454,High
B07400,21,Rural,Tailor,15195.0,0,10,5,1,4,4666,0,86.93405316999477,High
B07401,23,Rural,Tailor,12833.0,0,16,23,0,3,5169,1,120.85306352754257,Medium
B07402,46,Rural,Agriculture,11384.0,1,5,34,0,3,1695,0,106.72845222854716,Medium
B07403,38,Rural,Garment Manufacturer,29023.0,2,12,38,0,5,5969,0,171.68037934592448,Low
B07404,29,Semi-Urban,Tailor,14369.0,1,16,22,1,3,4693,1,164.97393711868185,Low
B07405,58,Semi-Urban,Handloom Weaver,16239.0,0,23,5,0,3,2251,1,119.99464622534232,Medium
B07406,43,Rural,Garment Manufacturer,26892.0,2,15,1,0,1,2285,0,122.9520746019969,Medium
B07407,41,Rural,Delivery Worker,18838.0,1,21,26,0,2,4022,1,173.92061509688003,Low
B07408,21,Urban,Delivery Worker,19609.8,0,2,18,0,4,4159,0,50.63872052297057,High
B07409,41,Rural,Street Vendor,12900.0,1,23,26,1,3,4869,1,203.36089509984419,Low
B07410,47,Semi-Urban,Delivery Worker,19360.0,2,16,15,1,4,2032,1,167.4983423343723,Low
B07411,26,Rural,Handloom Weaver,14886.0,2,11,2,1,5,5160,0,111.53667458119038,Medium
B07412,56,Rural,Small Retail Shop,18696.0,2,22,15,1,3,5913,0,197.44106445766474,Low
B07413,48,Rural,Daily Wage Worker,10364.0,2,9,11,0,1,1825,0,99.71441935845503,High
B07414,37,Semi-Urban,Daily Wage Worker,9769.0,0,2,20,1,4,2669,1,75.52920229496242,High
B07415,60,Rural,Agriculture,12624.0,2,18,17,1,5,5814,1,170.7276604850873,Low
B07416,23,Rural,Tailor,13117.0,1,13,5,0,1,2018,0,93.84021200268526,High
B07417,32,Rural,Delivery Worker,18163.0,0,13,33,0,2,4398,0,136.35943313054997,Medium
B07418,59,Rural,Street Vendor,13460.0,0,8,25,0,5,1346,0,82.85013628527706,High
B07419,32,Rural,Agriculture,13219.0,1,10,7,1,1,1905,1,114.49951724399635,Medium
B07420,22,Rural,Milk Vendor,16446.0,2,17,34,1,4,4679,0,207.67760706890132,Low
B07421,42,Rural,Tailor,16042.0,1,24,15,1,1,6803,1,195.60979624187752,Low
B07422,43,Semi-Urban,Handloom Weaver,14712.0,0,21,13,1,5,1739,0,147.82754805112432,Medium
B07423,50,Semi-Urban,Daily Wage Worker,8671.0,1,1,32,0,2,2997,0,85.71387279295108,High
B07424,25,Rural,Street Vendor,12122.0,0,16,39,1,2,2318,1,185.45376037457618,Low
B07425,29,Rural,Agriculture,12096.0,1,11,14,1,5,4387,0,117.60699407803155,Medium
B07426,41,Semi-Urban,Auto Driver,14783.0,0,1,20,1,4,4631,1,76.01187730454463,High
B07427,31,Rural,Daily Wage Worker,12547.0,0,6,16,0,2,3305,0,64.8721746640671,High
B07428,25,Rural,Handloom Weaver,13093.0,0,12,30,0,3,1663,1,117.455899920468,Medium
B07429,55,Semi-Urban,Tailor,14221.0,2,16,19,0,3,2033,1,144.15027533342212,Medium
B07430,47,Urban,Small Retail Shop,23118.449999999997,1,11,22,1,2,6509,1,154.94926901408797,Low
B07431,22,Rural,Auto Driver,16291.0,1,18,37,1,4,5285,0,202.80330834234138,Low
B07432,44,Rural,Handloom Weaver,16662.0,0,2,10,1,4,1417,0,62.17451757124777,High
B07433,51,Urban,Street Vendor,16585.3,2,17,8,0,4,3009,0,125.94383973935284,Medium
B07434,53,Rural,Milk Vendor,16072.0,1,17,29,1,4,6961,1,181.76314867483825,Low
B07435,59,Urban,Small Retail Shop,23404.8,2,20,14,0,4,1677,1,157.92356786456952,Low
B07436,50,Rural,Handloom Weaver,17220.0,0,21,11,0,1,3997,0,131.03140486163744,Medium
B07437,57,Rural,Agriculture,13217.0,2,4,30,0,2,1596,0,114.88508045541515,Medium
B07438,48,Semi-Urban,Milk Vendor,14144.0,0,6,33,0,5,3072,1,90.20054562234786,High
B07439,51,Urban,Handloom Weaver,15349.05,0,24,34,1,3,6313,0,211.6987516134278,Low
B07440,31,Urban,Small Retail Shop,22491.699999999997,1,15,39,0,2,4243,1,176.76500918494182,Low
B07441,43,Rural,Street Vendor,15819.0,2,11,37,0,3,6883,0,158.88205752470637,Low
B07442,22,Semi-Urban,Daily Wage Worker,11792.0,0,18,37,1,2,1427,0,190.240214104025,Low
B07443,60,Semi-Urban,Small Retail Shop,18357.0,2,17,5,1,2,3903,0,158.561174462405,Low
B07444,47,Semi-Urban,Small Retail Shop,18292.0,2,2,5,0,3,5553,1,57.4317068606101,High
B07445,55,Semi-Urban,Agriculture,12902.0,1,13,17,0,4,5642,0,106.73988468966647,Medium
B07446,22,Rural,Garment Manufacturer,25819.0,2,6,19,1,3,5027,0,140.7578564779001,Medium
B07447,59,Rural,Garment Manufacturer,28620.0,1,11,26,0,3,2365,1,135.12745775503782,Medium
B07448,57,Urban,Handloom Weaver,18892.199999999997,0,20,2,0,3,1365,0,102.82064458532169,High
B07449,41,Urban,Street Vendor,18041.199999999997,0,7,14,0,4,5014,1,64.2829156868705,High
B07450,25,Rural,Garment Manufacturer,26924.0,2,18,28,1,2,2503,0,217.41608140924993,Low
B07451,41,Rural,Milk Vendor,17134.0,1,17,4,1,5,5239,0,129.93166401392583,Medium
B07452,49,Urban,Street Vendor,16338.05,1,13,3,1,5,4966,1,108.79102131572651,Medium
B07453,40,Rural,Agriculture,11184.0,1,21,15,1,2,2501,1,173.72577881845768,Low
B07454,58,Semi-Urban,Auto Driver,15842.0,0,14,22,1,3,1163,1,143.20122255888685,Medium
B07455,40,Rural,Milk Vendor,16398.0,1,9,19,1,2,1580,0,133.63167940816982,Medium
B07456,45,Urban,Garment Manufacturer,32053.949999999997,2,13,34,1,1,6079,1,215.226034288609,Low
B07457,22,Rural,Tailor,13259.0,0,6,10,1,2,6805,1,83.60046549333434,High
B07458,52,Rural,Tailor,15460.0,1,22,34,1,1,3906,0,224.02464968543458,Low
B07459,46,Rural,Tailor,14514.0,0,1,16,1,5,5237,0,63.994836127072794,High
B07460,26,Urban,Small Retail Shop,24654.85,1,1,37,1,5,2124,0,131.11170671616742,Medium
B07461,23,Semi-Urban,Auto Driver,17169.0,0,4,36,1,5,4859,0,119.84992788618139,Medium
B07462,53,Semi-Urban,Street Vendor,11664.0,1,14,22,0,3,2563,1,123.34933818442707,Medium
B07463,21,Rural,Street Vendor,12183.0,0,18,32,1,1,4455,0,183.92786635407109,Low
B07464,25,Urban,Tailor,16826.8,1,16,17,1,1,1261,0,165.0359979016075,Low
B07465,33,Semi-Urban,Auto Driver,15889.0,1,3,9,0,1,6320,1,59.21633324352217,High
B07466,39,Semi-Urban,Daily Wage Worker,11118.0,0,6,33,1,2,1789,0,127.69800776668687,Medium
B07467,32,Urban,Milk Vendor,14555.55,0,1,33,0,3,5348,1,74.7953041134074,High
B07468,45,Rural,Garment Manufacturer,29896.0,2,11,2,1,5,2159,0,126.75637390154023,Medium
B07469,55,Semi-Urban,Agriculture,10754.0,1,10,14,1,2,2664,1,122.44826150995725,Medium
B07470,32,Urban,Tailor,13919.599999999999,1,18,37,1,3,3364,1,204.4077098482748,Low
B07471,50,Semi-Urban,Auto Driver,15091.0,2,4,33,0,5,3726,1,112.45904525871575,Medium
B07472,25,Semi-Urban,Small Retail Shop,22896.0,2,6,1,1,1,5688,1,108.5308926017648,Medium
B07473,54,Rural,Street Vendor,12064.0,2,19,22,0,1,6315,1,168.77037856541554,Low
B07474,42,Semi-Urban,Street Vendor,14015.0,1,9,30,1,1,6384,0,156.30039046976447,Low
B07475,59,Semi-Urban,Small Retail Shop,19429.0,1,10,27,1,4,1520,0,150.02365537977622,Medium
B07476,33,Rural,Agriculture,9741.0,1,20,33,1,1,6082,0,207.88847090517083,Low
B07477,23,Urban,Small Retail Shop,23077.05,0,23,16,0,5,6025,0,141.83016600571,Medium
B07478,40,Rural,Tailor,14888.0,0,5,10,1,2,3198,1,80.89643352764762,High
B07479,51,Rural,Daily Wage Worker,8300.0,1,22,27,1,2,1482,0,199.67358831880762,Low
B07480,25,Semi-Urban,Small Retail Shop,21762.0,2,16,37,0,4,5327,0,184.707252901583,Low
B07481,44,Rural,Daily Wage Worker,11688.0,0,22,2,0,4,1264,1,101.02318030039683,High
B07482,60,Rural,Street Vendor,12020.0,0,2,30,0,5,5074,1,63.81309684897015,High
B07483,53,Rural,Handloom Weaver,13877.0,1,9,19,1,3,2395,0,127.19023230641876,Medium
B07484,28,Rural,Handloom Weaver,16080.0,0,11,19,1,4,2713,0,120.40446100011904,Medium
B07485,44,Rural,Milk Vendor,13820.0,0,2,35,1,4,4053,0,109.45477563353627,Medium
B07486,40,Rural,Daily Wage Worker,11103.0,0,18,11,1,5,5921,1,126.78723132833935,Medium
B07487,36,Rural,Agriculture,11617.0,1,2,32,0,2,1120,0,92.8121518829602,High
B07488,32,Rural,Auto Driver,18097.0,0,14,16,1,5,6162,0,125.70886703665647,Medium
B07489,33,Semi-Urban,Delivery Worker,17717.0,0,23,17,1,1,1129,1,182.13652940916782,Low
B07490,59,Urban,Small Retail Shop,23679.649999999998,2,4,29,1,3,6569,0,149.6562599025133,Medium
B07491,45,Semi-Urban,Delivery Worker,17769.0,0,8,20,0,4,6916,0,80.11971118647098,High
B07492,52,Semi-Urban,Garment Manufacturer,29117.0,1,8,36,0,3,1940,1,142.0101115400471,Medium
B07493,44,Rural,Handloom Weaver,14569.0,1,1,24,0,5,1440,0,65.17930596676327,High
B07494,29,Semi-Urban,Garment Manufacturer,25567.0,1,1,4,0,2,3709,0,46.614204973265615,High
B07495,60,Semi-Urban,Auto Driver,17504.0,0,4,5,1,3,5010,1,65.44276219896996,High
B07496,43,Rural,Agriculture,14401.0,2,18,19,0,4,5052,0,149.8973715596579,Medium
B07497,33,Rural,Daily Wage Worker,12863.0,1,19,24,0,1,5410,0,158.65564325313417,Low
B07498,52,Rural,Small Retail Shop,18743.0,2,10,1,1,3,1923,0,115.75907569168132,Medium
B07499,35,Semi-Urban,Garment Manufacturer,27672.0,2,18,35,1,5,1719,1,222.1297700489661,Low
B07500,56,Rural,Garment Manufacturer,29405.0,1,10,2,0,5,4968,0,76.45750439522328,High
B07501,25,Urban,Garment Manufacturer,34341.299999999996,1,9,10,1,3,1406,1,129.66841869119966,Medium
B07502,42,Rural,Agriculture,9683.0,2,22,6,1,5,6767,1,164.12659044555238,Low
B07503,36,Rural,Small Retail Shop,19981.0,1,7,38,0,3,5284,0,132.0790839902079,Medium
B07504,30,Semi-Urban,Agriculture,14234.0,2,6,20,0,3,5679,1,101.60734238717414,High
B07505,44,Urban,Milk Vendor,15819.4,0,1,19,0,2,6376,1,51.441555058945525,High
B07506,38,Rural,Street Vendor,15096.0,0,5,36,0,5,1778,0,92.73829937589387,High
B07507,38,Semi-Urban,Street Vendor,15814.0,0,19,29,1,2,1007,1,183.20258344226917,Low
B07508,27,Rural,Garment Manufacturer,28600.0,1,15,24,0,5,3542,1,141.70621956893436,Medium
B07509,24,Semi-Urban,Delivery Worker,16209.0,1,24,9,1,2,1562,1,181.20854780355614,Low
B07510,46,Semi-Urban,Tailor,15807.0,0,14,32,1,1,2822,0,169.78888852034382,Low
B07511,25,Urban,Milk Vendor,14918.949999999999,1,7,5,0,5,1365,1,54.40942711768778,High
B07512,36,Rural,Handloom Weaver,15779.0,0,9,21,0,2,4162,1,91.62185991650072,High
B07513,55,Rural,Auto Driver,18755.0,0,12,17,0,1,1747,0,103.65003190558994,High
B07514,46,Semi-Urban,Milk Vendor,16842.0,0,17,24,1,1,6320,1,168.2972112016115,Low
B07515,38,Rural,Street Vendor,12546.0,0,18,27,1,1,2699,0,174.22521524364328,Low
B07516,49,Semi-Urban,Agriculture,13842.0,1,2,18,0,2,5133,0,67.32817995145078,High
B07517,43,Semi-Urban,Delivery Worker,18230.0,1,17,22,0,1,4852,0,150.82686723792577,Medium
B07518,34,Rural,Daily Wage Worker,9826.0,0,24,6,1,4,5915,0,145.85154149580336,Medium
